ID;Waktu;Ketinggian;Temperatur;Kelembap;;;;;
MAHESWARA_GSBC2020;17:31:20;0.32;31.0;64.3;99581.1;142;1.3;-7.771.709;110.373.474
MAHESWARA_GSBC2020;17:31:21;0.12;31.0;64.3;99584.3;150;5.1;-7.771.749;110.373.497
MAHESWARA_GSBC2020;17:31:22;0.17;31.0;64.3;99581.0;144;5.8;-7.771.791;110.373.528
MAHESWARA_GSBC2020;17:31:23;0.19;31.0;64.3;99583.4;143;7.0;-7.771.842;110.373.566
MAHESWARA_GSBC2020;17:31:24;0.12;31.0;64.3;99583.3;155;3.9;-7.771.874;110.373.581
MAHESWARA_GSBC2020;17:31:26;0.04;31.0;64.6;99585.1;334;3.8;-7.771.843;110.373.566
MAHESWARA_GSBC2020;17:31:27;0.14;31.0;64.9;99584.3;235;1.0;-7.771.849;110.373.558
MAHESWARA_GSBC2020;17:31:28;0.16;31.0;64.7;99586.0;329;4.9;-7.771.811;110.373.535
MAHESWARA_GSBC2020;17:31:29;0.05;31.0;64.9;99586.1;330;6.6;-7.771.759;110.373.505
MAHESWARA_GSBC2020;17:31:30;0.08;31.0;65.0;99583.7;332;5.4;-7.771.716;110.373.482
MAHESWARA_GSBC2020;17:31:31;0.13;31.0;64.5;99583.6;331;5.2;-7.771.675;110.373.459
MAHESWARA_GSBC2020;17:31:32;0.08;31.0;64.6;99583.4;339;7.1;-7.771.615;110.373.436
MAHESWARA_GSBC2020;17:31:33;0.12;31.0;65.0;99584.0;330;10.0;-7.771.536;110.373.390
MAHESWARA_GSBC2020;17:31:34;0.07;31.0;65.0;99584.0;342;8.1;-7.771.466;110.373.367
MAHESWARA_GSBC2020;17:31:35;0.16;31.0;65.1;99583.3;340;7.5;-7.771.403;110.373.344
MAHESWARA_GSBC2020;17:31:36;0.04;30.9;64.8;99584.3;332;5.4;-7.771.359;110.373.322
MAHESWARA_GSBC2020;17:31:37;0.07;30.9;65.2;99582.6;339;4.7;-7.771.320;110.373.306
MAHESWARA_GSBC2020;17:31:38;0.00;30.9;65.2;99586.8;340;4.9;-7.771.278;110.373.291
MAHESWARA_GSBC2020;17:31:39;0.18;30.9;65.0;99582.2;329;4.9;-7.771.241;110.373.268
MAHESWARA_GSBC2020;17:31:40;0.17;30.9;65.1;99583.3;329;4.8;-7.771.204;110.373.245
MAHESWARA_GSBC2020;17:31:41;0.20;30.9;65.4;99583.2;22;2.3;-7.771.184;110.373.253
MAHESWARA_GSBC2020;17:31:42;0.09;30.9;65.5;99584.7;0;2.4;-7.771.163;110.373.253
MAHESWARA_GSBC2020;17:31:43;0.23;30.9;65.8;99582.6;328;3.2;-7.771.139;110.373.238
MAHESWARA_GSBC2020;17:31:44;0.13;30.9;65.8;99583.7;30;1.7;-7.771.125;110.373.245
MAHESWARA_GSBC2020;17:31:45;0.11;31.0;65.4;99584.3;333;1.8;-7.771.111;110.373.238
MAHESWARA_GSBC2020;17:31:46;0.00;31.0;65.8;99586.3;0;1.6;-7.771.096;110.373.238
MAHESWARA_GSBC2020;17:31:47;0.13;31.0;65.8;99586.1;0;0.4;-7.771.092;110.373.238
MAHESWARA_GSBC2020;17:31:48;0.12;31.0;65.6;99585.6;49;1.1;-7.771.086;110.373.245
MAHESWARA_GSBC2020;17:31:49;0.08;31.0;66.2;99585.2;127;1.0;-7.771.091;110.373.253
MAHESWARA_GSBC2020;17:31:50;0.03;31.0;65.8;99585.5;133;2.3;-7.771.106;110.373.268
MAHESWARA_GSBC2020;17:31:51;0.07;31.0;65.7;99583.8;151;1.8;-7.771.120;110.373.276
MAHESWARA_GSBC2020;17:31:52;0.06;31.0;65.7;99583.1;180;1.5;-7.771.133;110.373.276
MAHESWARA_GSBC2020;17:31:53;0.10;31.0;65.8;99582.0;155;2.0;-7.771.149;110.373.283
MAHESWARA_GSBC2020;17:31:54;0.05;31.0;65.7;99584.1;124;2.0;-7.771.159;110.373.299
MAHESWARA_GSBC2020;17:31:55;0.03;31.0;65.8;99586.1;143;1.4;-7.771.169;110.373.306
MAHESWARA_GSBC2020;17:31:56;0.02;31.0;65.7;99587.1;180;0.9;-7.771.177;110.373.306
MAHESWARA_GSBC2020;17:31:57;0.00;31.0;65.7;99587.6;122;1.0;-7.771.182;110.373.314
MAHESWARA_GSBC2020;17:31:58;0.00;31.0;65.6;99589.2;180;0.5;-7.771.186;110.373.314
MAHESWARA_GSBC2020;17:31:59;0.15;31.0;65.7;99585.6;0;0.2;-7.771.185;110.373.314
MAHESWARA_GSBC2020;17:32:00;0.12;31.0;65.6;99586.9;0;0.8;-7.771.178;110.373.314
MAHESWARA_GSBC2020;17:32:01;0.14;31.0;65.3;99586.0;0;0.2;-7.771.176;110.373.314
MAHESWARA_GSBC2020;17:32:02;0.12;31.0;65.7;99585.2;332;1.8;-7.771.162;110.373.306
MAHESWARA_GSBC2020;17:32:03;0.10;31.0;65.8;99586.1;45;1.2;-7.771.154;110.373.314
MAHESWARA_GSBC2020;17:32:04;0.13;31.0;65.8;99585.5;0;0.5;-7.771.150;110.373.314
MAHESWARA_GSBC2020;17:32:05;0.28;31.0;65.7;99584.8;0;0.3;-7.771.147;110.373.314
MAHESWARA_GSBC2020;17:32:06;0.15;31.0;65.7;99584.2;284;0.9;-7.771.145;110.373.306
MAHESWARA_GSBC2020;17:32:07;0.15;31.0;65.5;99584.2;0;1.1;-7.771.136;110.373.306
MAHESWARA_GSBC2020;17:32:08;0.16;31.0;65.4;99584.4;129;2.2;-7.771.148;110.373.322
MAHESWARA_GSBC2020;17:32:09;0.13;31.0;65.3;99587.3;309;1.1;-7.771.142;110.373.314
MAHESWARA_GSBC2020;17:32:10;0.22;31.0;65.2;99583.9;322;1.3;-7.771.132;110.373.306
MAHESWARA_GSBC2020;17:32:11;0.15;31.0;65.1;99586.6;180;0.4;-7.771.136;110.373.306
MAHESWARA_GSBC2020;17:32:12;0.21;31.0;65.3;99585.2;97;0.8;-7.771.137;110.373.314
MAHESWARA_GSBC2020;17:32:13;0.21;31.0;65.3;99582.9;0;0.7;-7.771.131;110.373.314
MAHESWARA_GSBC2020;17:32:14;0.10;31.0;65.6;99585.2;332;1.8;-7.771.117;110.373.306
MAHESWARA_GSBC2020;17:32:15;0.21;31.0;65.5;99586.5;0;1.0;-7.771.108;110.373.306
MAHESWARA_GSBC2020;17:32:16;0.29;31.0;65.2;99583.8;274;0.8;-7.771.107;110.373.299
MAHESWARA_GSBC2020;17:32:17;0.19;31.0;65.3;99584.1;0;0.3;-7.771.105;110.373.299
MAHESWARA_GSBC2020;17:32:18;0.12;31.0;65.4;99586.7;180;0.5;-7.771.109;110.373.299
MAHESWARA_GSBC2020;17:32:19;0.14;31.0;65.2;99585.6;180;1.1;-7.771.119;110.373.299
MAHESWARA_GSBC2020;17:32:20;0.20;31.0;65.2;99584.8;291;0.9;-7.771.116;110.373.291
MAHESWARA_GSBC2020;17:32:21;0.15;31.0;65.0;99586.1;0;0.5;-7.771.112;110.373.291
MAHESWARA_GSBC2020;17:32:22;0.07;31.0;65.0;99585.9;313;1.2;-7.771.105;110.373.283
MAHESWARA_GSBC2020;17:32:23;0.26;31.0;64.5;99584.7;311;1.1;-7.771.098;110.373.276
MAHESWARA_GSBC2020;17:32:24;0.20;31.0;64.5;99584.2;324;1.4;-7.771.088;110.373.268
MAHESWARA_GSBC2020;17:32:25;0.28;31.0;64.6;99583.7;263;0.8;-7.771.089;110.373.260
MAHESWARA_GSBC2020;17:32:26;0.18;31.0;64.6;99586.6;125;1.0;-7.771.094;110.373.268
MAHESWARA_GSBC2020;17:32:27;0.23;30.9;64.7;99584.0;259;0.9;-7.771.095;110.373.260
MAHESWARA_GSBC2020;17:32:28;0.21;31.0;64.4;99584.7;0;0.3;-7.771.093;110.373.260
MAHESWARA_GSBC2020;17:32:29;0.19;30.9;64.6;99585.8;324;2.9;-7.771.072;110.373.245
MAHESWARA_GSBC2020;17:32:30;0.09;30.9;64.5;99586.8;97;0.8;-7.771.073;110.373.253
MAHESWARA_GSBC2020;17:32:31;0.17;30.9;65.0;99584.5;127;1.1;-7.771.079;110.373.260
MAHESWARA_GSBC2020;17:32:32;0.17;30.9;65.2;99585.0;151;1.7;-7.771.092;110.373.268
MAHESWARA_GSBC2020;17:32:33;0.12;30.9;64.8;99586.6;180;0.2;-7.771.094;110.373.268
MAHESWARA_GSBC2020;17:32:34;0.13;30.9;64.8;99584.6;0;0.4;-7.771.091;110.373.268
MAHESWARA_GSBC2020;17:32:35;0.10;30.9;64.9;99588.2;180;0.4;-7.771.094;110.373.268
MAHESWARA_GSBC2020;17:32:36;0.18;30.9;64.7;99586.4;108;0.9;-7.771.097;110.373.276
MAHESWARA_GSBC2020;17:32:37;0.10;30.9;64.8;99585.6;0;0.8;-7.771.089;110.373.276
MAHESWARA_GSBC2020;17:32:38;0.12;30.9;64.9;99585.8;41;1.3;-7.771.080;110.373.283
MAHESWARA_GSBC2020;17:32:39;0.13;30.9;64.8;99583.3;0;0.1;-7.771.080;110.373.283
MAHESWARA_GSBC2020;17:32:40;0.14;30.9;64.8;99584.9;90;0.8;-7.771.080;110.373.291
MAHESWARA_GSBC2020;17:32:41;0.13;30.9;65.0;99585.6;125;2.0;-7.771.090;110.373.306
MAHESWARA_GSBC2020;17:32:42;0.03;30.9;64.7;99587.0;147;1.5;-7.771.101;110.373.314
MAHESWARA_GSBC2020;17:32:43;0.09;30.9;64.7;99587.2;122;1.0;-7.771.106;110.373.322
MAHESWARA_GSBC2020;17:32:44;0.21;30.9;64.7;99585.2;128;2.1;-7.771.118;110.373.337
MAHESWARA_GSBC2020;17:32:45;0.19;30.9;65.1;99584.7;180;0.1;-7.771.119;110.373.337
MAHESWARA_GSBC2020;17:32:46;0.14;30.9;65.0;99585.8;180;0.8;-7.771.127;110.373.337
MAHESWARA_GSBC2020;17:32:47;0.08;30.9;65.2;99587.3;108;0.9;-7.771.129;110.373.344
MAHESWARA_GSBC2020;17:32:48;0.09;30.9;65.1;99587.5;137;1.2;-7.771.137;110.373.352
MAHESWARA_GSBC2020;17:32:49;0.08;30.9;65.1;99585.9;63;0.9;-7.771.133;110.373.360
MAHESWARA_GSBC2020;17:32:50;0.03;30.9;65.3;99585.5;122;1.0;-7.771.138;110.373.367
MAHESWARA_GSBC2020;17:32:51;0.09;31.0;65.3;99587.4;52;2.1;-7.771.126;110.373.383
MAHESWARA_GSBC2020;17:32:52;0.08;31.0;65.4;99587.5;0;0.3;-7.771.123;110.373.383
MAHESWARA_GSBC2020;17:32:53;0.13;31.0;65.9;99586.6;180;0.4;-7.771.127;110.373.383
MAHESWARA_GSBC2020;17:32:54;0.08;31.0;65.5;99585.2;0;0.1;-7.771.126;110.373.383
MAHESWARA_GSBC2020;17:32:55;0.04;31.0;65.5;99586.8;0;0.1;-7.771.125;110.373.383
MAHESWARA_GSBC2020;17:32:56;0.14;31.0;65.5;99586.1;180;0.4;-7.771.129;110.373.383
MAHESWARA_GSBC2020;17:32:57;0.21;31.0;65.3;99584.5;58;1.0;-7.771.124;110.373.390
MAHESWARA_GSBC2020;17:32:58;0.05;31.0;65.8;99585.7;0;0.4;-7.771.120;110.373.390
MAHESWARA_GSBC2020;17:32:59;0.12;31.0;65.8;99586.0;323;1.4;-7.771.110;110.373.383
MAHESWARA_GSBC2020;17:33:00;0.18;31.0;65.4;99585.9;300;1.0;-7.771.106;110.373.375
MAHESWARA_GSBC2020;17:33:01;0.17;31.0;65.3;99585.5;324;1.4;-7.771.095;110.373.367
MAHESWARA_GSBC2020;17:33:02;0.20;31.0;65.6;99584.6;0;1.1;-7.771.085;110.373.367
MAHESWARA_GSBC2020;17:33:03;0.27;31.0;65.1;99586.5;318;12.6;-7.771.001;110.373.291
MAHESWARA_GSBC2020;17:33:04;0.24;31.0;65.3;99583.2;306;7.2;-7.770.963;110.373.238
MAHESWARA_GSBC2020;17:33:05;0.30;31.0;65.0;99583.4;310;4.4;-7.770.937;110.373.207
MAHESWARA_GSBC2020;17:33:06;0.19;30.9;65.4;99584.9;315;3.6;-7.770.915;110.373.184
MAHESWARA_GSBC2020;17:33:07;0.22;31.0;64.7;99584.5;309;4.3;-7.770.890;110.373.154
MAHESWARA_GSBC2020;17:33:08;0.32;30.9;65.0;99586.1;132;3.4;-7.770.910;110.373.177
MAHESWARA_GSBC2020;17:33:09;0.22;30.9;64.9;99585.8;302;3.0;-7.770.896;110.373.154
MAHESWARA_GSBC2020;17:33:10;0.16;30.9;64.6;99585.6;321;8.0;-7.770.839;110.373.108
MAHESWARA_GSBC2020;17:33:11;0.29;30.9;64.5;99585.1;283;2.6;-7.770.834;110.373.085
MAHESWARA_GSBC2020;17:33:12;0.31;30.9;64.7;99582.8;331;3.4;-7.770.807;110.373.070
MAHESWARA_GSBC2020;17:33:13;0.29;30.9;64.9;99582.6;273;3.3;-7.770.805;110.373.039
MAHESWARA_GSBC2020;17:33:14;0.32;30.9;65.2;99582.7;316;4.8;-7.770.774;110.373.009
MAHESWARA_GSBC2020;17:33:15;0.34;30.9;64.1;99584.8;284;3.5;-7.770.766;110.372.978
MAHESWARA_GSBC2020;17:33:16;0.32;30.9;64.6;99583.5;272;2.5;-7.770.765;110.372.955
MAHESWARA_GSBC2020;17:33:17;0.35;30.9;64.5;99582.7;279;3.4;-7.770.761;110.372.925
MAHESWARA_GSBC2020;17:33:18;0.40;30.9;64.5;99581.2;339;4.6;-7.770.721;110.372.910
MAHESWARA_GSBC2020;17:33:19;0.37;30.9;64.7;99583.9;339;6.9;-7.770.664;110.372.887
MAHESWARA_GSBC2020;17:33:20;0.33;30.9;64.4;99584.5;266;3.3;-7.770.666;110.372.856
MAHESWARA_GSBC2020;17:33:21;0.38;30.9;64.5;99584.4;158;2.2;-7.770.684;110.372.864
MAHESWARA_GSBC2020;17:33:22;0.34;30.9;64.4;99581.9;148;3.1;-7.770.708;110.372.879
MAHESWARA_GSBC2020;17:33:23;0.40;30.9;65.2;99583.8;135;2.4;-7.770.723;110.372.894
MAHESWARA_GSBC2020;17:33:24;0.33;30.9;64.5;99583.5;98;2.5;-7.770.727;110.372.917
MAHESWARA_GSBC2020;17:33:25;0.36;30.9;65.0;99582.5;137;1.2;-7.770.735;110.372.925
MAHESWARA_GSBC2020;17:33:26;0.38;30.9;65.4;99582.2;125;4.1;-7.770.756;110.372.955
MAHESWARA_GSBC2020;17:33:27;0.34;30.9;65.1;99584.3;123;4.0;-7.770.776;110.372.986
MAHESWARA_GSBC2020;17:33:28;0.31;30.9;65.0;99583.6;100;5.1;-7.770.783;110.373.032
MAHESWARA_GSBC2020;17:33:29;0.31;30.9;65.4;99583.8;180;1.5;-7.770.797;110.373.032
MAHESWARA_GSBC2020;17:33:30;0.28;30.9;65.2;99585.0;180;1.8;-7.770.814;110.373.032
MAHESWARA_GSBC2020;17:33:31;0.30;30.9;65.2;99583.5;180;1.7;-7.770.830;110.373.032
MAHESWARA_GSBC2020;17:33:32;0.27;30.9;65.3;99584.5;144;2.9;-7.770.851;110.373.047
MAHESWARA_GSBC2020;17:33:33;0.33;30.9;65.4;99582.1;255;2.6;-7.770.857;110.373.024
MAHESWARA_GSBC2020;17:33:34;0.21;30.9;65.6;99583.4;137;2.5;-7.770.873;110.373.039
MAHESWARA_GSBC2020;17:33:35;0.26;30.9;65.6;99582.1;112;7.3;-7.770.898;110.373.100
MAHESWARA_GSBC2020;17:33:36;0.22;30.9;66.0;99583.5;102;11.1;-7.770.919;110.373.199
MAHESWARA_GSBC2020;17:33:37;0.22;30.9;65.6;99585.3;110;6.2;-7.770.938;110.373.253
MAHESWARA_GSBC2020;17:33:38;0.22;30.9;66.1;99582.8;157;2.1;-7.770.956;110.373.260
MAHESWARA_GSBC2020;17:33:39;0.26;30.9;65.6;99584.8;134;2.4;-7.770.971;110.373.276
MAHESWARA_GSBC2020;17:33:40;0.30;30.9;65.4;99585.1;157;2.1;-7.770.988;110.373.283
MAHESWARA_GSBC2020;17:33:41;0.28;30.9;65.7;99585.9;200;4.9;-7.771.030;110.373.268
MAHESWARA_GSBC2020;17:33:42;0.21;30.9;65.7;99584.5;203;4.3;-7.771.066;110.373.253
MAHESWARA_GSBC2020;17:33:43;0.29;30.9;65.6;99585.8;195;3.3;-7.771.095;110.373.245
MAHESWARA_GSBC2020;17:33:44;0.26;30.9;65.6;99586.5;206;1.9;-7.771.111;110.373.238
MAHESWARA_GSBC2020;17:33:45;0.25;30.9;65.5;99584.9;75;6.9;-7.771.094;110.373.299
MAHESWARA_GSBC2020;17:33:46;0.19;30.9;65.5;99585.3;100;9.3;-7.771.109;110.373.383
MAHESWARA_GSBC2020;17:33:47;0.21;30.9;65.5;99585.0;87;5.1;-7.771.107;110.373.428
MAHESWARA_GSBC2020;17:33:48;0.21;30.9;65.5;99585.6;86;0.8;-7.771.106;110.373.436
MAHESWARA_GSBC2020;17:33:49;0.11;30.9;65.4;99586.4;65;1.9;-7.771.099;110.373.451
MAHESWARA_GSBC2020;17:33:50;0.16;30.9;65.4;99585.0;40;1.3;-7.771.090;110.373.459
MAHESWARA_GSBC2020;17:33:51;0.23;30.9;65.3;99585.0;41;3.9;-7.771.064;110.373.482
MAHESWARA_GSBC2020;17:33:52;0.18;30.9;65.4;99585.2;64;2.8;-7.771.053;110.373.505
MAHESWARA_GSBC2020;17:33:53;0.19;30.9;65.2;99587.4;0;0.5;-7.771.049;110.373.505
MAHESWARA_GSBC2020;17:33:54;0.17;30.9;65.1;99585.4;76;0.9;-7.771.047;110.373.512
MAHESWARA_GSBC2020;17:33:55;0.19;30.9;65.1;99585.6;39;4.0;-7.771.019;110.373.535
MAHESWARA_GSBC2020;17:33:56;0.21;30.9;65.2;99586.5;180;0.6;-7.771.024;110.373.535
MAHESWARA_GSBC2020;17:33:57;0.17;30.9;65.0;99586.3;0;0.8;-7.771.016;110.373.535
MAHESWARA_GSBC2020;17:33:58;0.16;30.9;65.1;99585.4;180;0.3;-7.771.019;110.373.535
MAHESWARA_GSBC2020;17:33:59;0.09;30.9;65.1;99585.3;206;1.9;-7.771.034;110.373.528
MAHESWARA_GSBC2020;17:34:00;0.20;30.9;64.8;99583.7;204;2.1;-7.771.051;110.373.520
MAHESWARA_GSBC2020;17:34:01;0.18;30.9;65.3;99586.3;180;1.8;-7.771.068;110.373.520
MAHESWARA_GSBC2020;17:34:02;0.09;30.9;65.3;99585.9;229;2.2;-7.771.081;110.373.505
MAHESWARA_GSBC2020;17:34:03;0.08;30.9;65.3;99586.9;180;1.3;-7.771.093;110.373.505
MAHESWARA_GSBC2020;17:34:04;0.05;30.9;65.3;99587.5;215;1.5;-7.771.104;110.373.497
MAHESWARA_GSBC2020;17:34:05;0.06;30.9;65.2;99586.1;227;1.2;-7.771.111;110.373.489
MAHESWARA_GSBC2020;17:34:06;0.04;31.0;65.1;99587.1;288;0.9;-7.771.109;110.373.482
MAHESWARA_GSBC2020;17:34:07;0.07;30.9;65.1;99588.6;108;0.9;-7.771.111;110.373.489
MAHESWARA_GSBC2020;17:34:08;0.10;30.9;64.2;99585.1;302;1.0;-7.771.106;110.373.482
MAHESWARA_GSBC2020;17:34:09;0.18;30.9;64.8;99585.2;35;1.5;-7.771.095;110.373.489
MAHESWARA_GSBC2020;17:34:10;0.08;31.0;64.7;99587.4;281;0.9;-7.771.094;110.373.482
MAHESWARA_GSBC2020;17:34:11;0.12;30.9;64.6;99585.8;42;3.7;-7.771.069;110.373.505
MAHESWARA_GSBC2020;17:34:12;0.17;30.9;64.9;99583.7;17;2.9;-7.771.044;110.373.512
MAHESWARA_GSBC2020;17:34:13;0.13;30.9;64.6;99585.9;44;2.4;-7.771.028;110.373.528
MAHESWARA_GSBC2020;17:34:14;0.19;30.9;64.6;99585.0;60;1.0;-7.771.024;110.373.535
MAHESWARA_GSBC2020;17:34:15;0.20;30.9;64.8;99584.7;180;1.2;-7.771.034;110.373.535
MAHESWARA_GSBC2020;17:34:16;0.22;30.9;65.1;99583.3;207;3.7;-7.771.064;110.373.520
MAHESWARA_GSBC2020;17:34:17;0.18;30.9;64.7;99585.2;111;1.8;-7.771.070;110.373.535
MAHESWARA_GSBC2020;17:34:18;0.14;30.9;64.6;99586.3;85;1.7;-7.771.068;110.373.550
MAHESWARA_GSBC2020;17:34:19;0.21;30.9;64.7;99584.5;60;1.0;-7.771.064;110.373.558
MAHESWARA_GSBC2020;17:34:20;0.12;30.9;65.0;99585.5;38;2.7;-7.771.044;110.373.573
MAHESWARA_GSBC2020;17:34:21;0.20;30.9;64.9;99585.8;330;1.7;-7.771.031;110.373.566
MAHESWARA_GSBC2020;17:34:22;0.17;30.9;64.5;99584.6;15;3.2;-7.771.004;110.373.573
MAHESWARA_GSBC2020;17:34:23;0.25;30.9;64.8;99582.7;0;3.9;-7.770.969;110.373.573
MAHESWARA_GSBC2020;17:34:24;0.20;30.9;64.5;99585.8;29;3.4;-7.770.942;110.373.589
MAHESWARA_GSBC2020;17:34:25;0.22;30.9;64.6;99584.3;0;3.1;-7.770.914;110.373.589
MAHESWARA_GSBC2020;17:34:26;0.18;30.9;64.6;99584.9;349;4.6;-7.770.874;110.373.581
MAHESWARA_GSBC2020;17:34:27;0.25;30.9;64.1;99585.9;268;1.7;-7.770.874;110.373.566
MAHESWARA_GSBC2020;17:34:28;0.16;30.9;64.3;99585.1;330;1.7;-7.770.861;110.373.558
MAHESWARA_GSBC2020;17:34:29;0.20;30.9;64.5;99585.5;18;2.7;-7.770.838;110.373.566
MAHESWARA_GSBC2020;17:34:30;0.15;30.9;64.4;99584.7;31;1.6;-7.770.825;110.373.573
MAHESWARA_GSBC2020;17:34:31;0.13;30.9;64.2;99586.0;256;0.9;-7.770.827;110.373.566
MAHESWARA_GSBC2020;17:34:32;0.19;30.9;64.3;99587.0;199;2.5;-7.770.849;110.373.558
MAHESWARA_GSBC2020;17:34:33;0.07;30.9;64.2;99586.3;222;3.8;-7.770.874;110.373.535
MAHESWARA_GSBC2020;17:34:34;0.09;30.9;64.6;99586.0;239;2.9;-7.770.888;110.373.512
MAHESWARA_GSBC2020;17:34:35;0.17;30.9;64.7;99584.4;216;2.9;-7.770.909;110.373.497
MAHESWARA_GSBC2020;17:34:36;0.18;30.9;64.6;99585.5;205;2.0;-7.770.925;110.373.489
MAHESWARA_GSBC2020;17:34:37;0.18;30.9;64.6;99584.9;241;3.8;-7.770.942;110.373.459
MAHESWARA_GSBC2020;17:34:38;0.08;30.9;65.0;99585.8;202;2.2;-7.770.960;110.373.451
MAHESWARA_GSBC2020;17:34:39;0.19;30.9;65.2;99585.5;212;1.6;-7.770.972;110.373.444
MAHESWARA_GSBC2020;17:34:41;0.09;30.9;65.0;99587.2;180;0.3;-7.770.975;110.373.444
MAHESWARA_GSBC2020;17:34:42;0.22;30.9;65.3;99583.3;30;1.7;-7.770.961;110.373.451
MAHESWARA_GSBC2020;17:34:43;0.13;30.9;65.4;99584.2;45;1.2;-7.770.954;110.373.459
MAHESWARA_GSBC2020;17:34:44;0.15;30.9;64.3;99585.0;0;1.2;-7.770.943;110.373.459
MAHESWARA_GSBC2020;17:34:45;0.12;30.9;64.9;99585.2;29;1.7;-7.770.929;110.373.466
MAHESWARA_GSBC2020;17:34:46;0.12;30.9;64.7;99585.5;58;2.0;-7.770.920;110.373.482
MAHESWARA_GSBC2020;17:34:47;0.11;30.9;65.1;99585.4;51;2.2;-7.770.907;110.373.497
MAHESWARA_GSBC2020;17:34:48;0.17;30.9;64.8;99585.2;59;2.0;-7.770.898;110.373.512
MAHESWARA_GSBC2020;17:34:49;0.15;30.9;64.7;99584.5;55;4.1;-7.770.877;110.373.543
MAHESWARA_GSBC2020;17:34:50;0.13;30.9;64.9;99585.1;180;0.1;-7.770.877;110.373.543
MAHESWARA_GSBC2020;17:34:51;0.11;31.0;65.1;99585.7;204;2.0;-7.770.894;110.373.535
MAHESWARA_GSBC2020;17:34:52;0.12;30.9;64.7;99586.5;81;1.7;-7.770.892;110.373.550
MAHESWARA_GSBC2020;17:34:53;0.09;30.9;64.6;99585.4;60;1.0;-7.770.887;110.373.558
MAHESWARA_GSBC2020;17:34:54;0.08;30.9;64.6;99587.2;341;2.6;-7.770.865;110.373.550
MAHESWARA_GSBC2020;17:34:55;0.10;30.9;64.6;99587.0;337;4.3;-7.770.830;110.373.535
MAHESWARA_GSBC2020;17:34:56;0.18;30.9;64.4;99585.1;338;8.8;-7.770.756;110.373.505
MAHESWARA_GSBC2020;17:34:57;0.09;30.9;64.9;99588.0;354;7.8;-7.770.686;110.373.497
MAHESWARA_GSBC2020;17:34:58;0.17;30.9;64.5;99586.4;25;2.0;-7.770.670;110.373.505
MAHESWARA_GSBC2020;17:34:59;0.15;30.9;65.8;99584.0;180;0.9;-7.770.679;110.373.505
MAHESWARA_GSBC2020;17:35:00;0.05;30.9;65.3;99584.1;180;1.9;-7.770.695;110.373.505
MAHESWARA_GSBC2020;17:35:01;0.19;30.9;65.2;99584.1;162;2.7;-7.770.719;110.373.512
MAHESWARA_GSBC2020;17:35:02;0.14;30.9;65.1;99586.0;180;4.0;-7.770.754;110.373.512
MAHESWARA_GSBC2020;17:35:03;0.09;31.0;65.3;99587.0;198;2.7;-7.770.778;110.373.505
MAHESWARA_GSBC2020;17:35:04;0.10;31.0;65.3;99584.3;198;2.7;-7.770.801;110.373.497
MAHESWARA_GSBC2020;17:35:05;0.11;31.0;64.9;99586.9;195;6.6;-7.770.859;110.373.482
MAHESWARA_GSBC2020;17:35:06;0.12;31.0;64.7;99586.9;198;5.4;-7.770.905;110.373.466
MAHESWARA_GSBC2020;17:35:07;0.09;31.0;65.1;99585.4;205;2.0;-7.770.922;110.373.459
MAHESWARA_GSBC2020;17:35:08;0.09;31.0;65.1;99587.4;212;1.6;-7.770.934;110.373.451
MAHESWARA_GSBC2020;17:35:09;0.08;31.0;64.7;99585.0;211;1.6;-7.770.946;110.373.444
MAHESWARA_GSBC2020;17:35:10;0.07;31.0;64.8;99586.5;216;2.9;-7.770.967;110.373.428
MAHESWARA_GSBC2020;17:35:11;0.03;31.0;64.9;99587.6;204;2.1;-7.770.984;110.373.421
MAHESWARA_GSBC2020;17:35:12;0.08;31.0;64.7;99586.1;250;2.7;-7.770.992;110.373.398
MAHESWARA_GSBC2020;17:35:13;0.08;31.0;64.8;99585.6;180;2.0;-7.771.010;110.373.398
MAHESWARA_GSBC2020;17:35:14;0.14;31.0;65.0;99585.1;221;2.5;-7.771.027;110.373.383
MAHESWARA_GSBC2020;17:35:15;0.05;31.0;65.1;99586.6;203;2.1;-7.771.045;110.373.375
MAHESWARA_GSBC2020;17:35:16;0.08;31.0;65.0;99587.5;207;3.7;-7.771.074;110.373.360
MAHESWARA_GSBC2020;17:35:17;0.14;31.0;64.9;99585.5;205;4.0;-7.771.107;110.373.344
MAHESWARA_GSBC2020;17:35:18;0.11;31.0;65.2;99586.9;198;2.7;-7.771.130;110.373.337
MAHESWARA_GSBC2020;17:35:19;0.08;31.0;64.9;99585.7;218;1.3;-7.771.140;110.373.329
MAHESWARA_GSBC2020;17:35:20;0.06;31.0;64.9;99586.0;207;1.8;-7.771.154;110.373.322
MAHESWARA_GSBC2020;17:35:21;0.12;31.0;64.7;99585.6;43;1.2;-7.771.146;110.373.329
MAHESWARA_GSBC2020;17:35:22;0.12;31.0;64.5;99585.8;29;1.7;-7.771.132;110.373.337
MAHESWARA_GSBC2020;17:35:23;0.04;31.0;64.8;99587.2;79;0.9;-7.771.131;110.373.344
MAHESWARA_GSBC2020;17:35:24;0.06;31.0;64.8;99586.4;220;1.3;-7.771.140;110.373.337
MAHESWARA_GSBC2020;17:35:25;0.07;31.0;64.8;99587.0;0;0.1;-7.771.140;110.373.337
MAHESWARA_GSBC2020;17:35:26;0.06;31.0;65.6;99586.7;223;1.2;-7.771.148;110.373.329
